OverallQual,GrLivArea,YearBuilt,YearRemodAdd,TotalBsmtSF,GarageCars,FullBath,LotArea,Neighborhood,HouseStyle,ExterQual,KitchenQual,CentralAir,GarageType,SalePrice
5,1109,1971,2005,372,1,1,10500,NAmes,SLvl,TA,TA,Y,BuiltIn,139000
5,1216,1947,1950,832,1,1,8480,NAmes,1.5Fin,TA,TA,Y,Detchd,118500
7,1477,1928,1950,861,1,2,6292,SWISU,1.5Fin,TA,TA,Y,Detchd,145000
5,1320,1966,1966,1164,2,1,11777,Sawyer,SLvl,TA,TA,Y,Attchd,164500
7,1392,2007,2007,689,2,2,3604,Somerst,2Story,Gd,Gd,Y,Detchd,146000
5,1795,1954,1954,1050,1,2,12150,OldTown,1.5Fin,TA,TA,N,Attchd,131500
6,1429,1960,1987,1144,2,1,14585,NAmes,1Story,TA,Gd,Y,Attchd,181900
8,2042,2008,2009,2042,3,2,12704,NridgHt,1Story,Ex,Ex,Y,Attchd,253293
6,816,1990,1990,816,0,1,11841,Edwards,SFoyer,TA,TA,Y,,118500
10,2775,1893,2000,1237,2,3,13500,OldTown,2.5Unf,Ex,Gd,Y,Detchd,325000
4,1573,1935,1995,884,1,1,6120,BrkSide,1.5Fin,TA,Gd,Y,Detchd,133000
8,2028,2005,2006,1868,3,2,11443,Timber,1Story,Gd,Gd,Y,Attchd,369900
6,838,1918,2000,816,1,1,10267,BrkSide,1Story,TA,Fa,Y,Detchd,130000
5,860,1982,1982,840,2,1,8740,Sawyer,SFoyer,TA,TA,Y,Detchd,137000
5,1473,1968,2003,1437,1,1,25095,ClearCr,1Story,TA,Ex,Y,Attchd,143000
5,935,1930,1960,742,1,1,9100,BrkSide,1Story,TA,TA,Y,Detchd,79500
7,1582,2004,2004,770,2,2,8320,CollgCr,2Story,Gd,Gd,Y,Attchd,185900
10,2296,2008,2008,1722,3,2,13478,NridgHt,2Story,Ex,Ex,Y,BuiltIn,451950
5,816,1982,2003,816,2,1,6600,Mitchel,1Story,TA,TA,Y,Detchd,138000
6,848,2003,2003,848,2,1,4435,CollgCr,1Story,Gd,Gd,Y,Attchd,140000
5,924,1975,1975,924,1,1,7990,CollgCr,1Story,TA,TA,Y,Detchd,110000
8,1826,2005,2006,1814,3,2,11302,StoneBr,1Story,Gd,Gd,Y,Attchd,319000
6,1368,1910,1993,684,1,1,3600,OldTown,2Story,TA,TA,N,Detchd,114504
7,1402,2006,2007,1258,3,0,3922,Blmngtn,1Story,Gd,Gd,Y,Attchd,194201
5,1647,1977,1977,1430,2,2,12984,Crawfor,1Story,TA,Gd,Y,Attchd,217500
6,1556,1980,1980,716,2,2,1950,Blueste,2Story,TA,TA,Y,Attchd,151000
8,1904,2005,2005,1058,2,2,10927,NridgHt,2Story,Gd,Ex,Y,BuiltIn,275000
6,1375,1937,1950,780,1,1,9000,IDOTRR,1.5Fin,TA,Gd,Y,Detchd,141000
8,1915,1992,1992,908,2,2,10041,SawyerW,2Story,Gd,Gd,Y,Attchd,220000
7,1200,2004,2005,600,2,2,3182,Somerst,2Story,Gd,Gd,Y,Detchd,151000
7,1494,2002,2002,1494,2,2,12803,CollgCr,1Story,Gd,Gd,Y,Attchd,221000
7,1986,1965,1990,768,2,2,13600,NAmes,2Story,TA,TA,Y,Attchd,205000
5,1040,1996,1996,1040,2,1,12464,CollgCr,1Story,TA,Gd,Y,Detchd,152000
5,2008,1948,2002,896,1,3,7800,Edwards,2Story,TA,Ex,Y,Attchd,225000
8,3194,1934,1998,965,2,2,12168,Crawfor,2Story,TA,TA,Y,Basment,359100
4,1029,1961,1961,1029,1,1,7943,Sawyer,1Story,TA,TA,Y,Attchd,118500
9,2153,2000,2000,1440,3,2,11050,CollgCr,2Story,Gd,Ex,Y,Attchd,313000
6,1032,1978,1978,1032,2,2,10395,NWAmes,SLvl,TA,TA,Y,Attchd,148000
8,1872,2001,2001,1299,2,2,11885,CollgCr,2Story,Gd,Ex,Y,BuiltIn,261500
5,1120,2007,2007,1120,0,1,8402,Mitchel,1Story,TA,TA,Y,,147000
4,630,1972,1972,630,0,1,1491,MeadowV,SFoyer,TA,TA,Y,,75500
6,1054,1963,1963,936,2,1,8800,NAmes,SFoyer,TA,Gd,Y,Attchd,137500
6,1509,2002,2003,783,2,2,7861,Gilbert,2Story,Gd,Gd,Y,Attchd,183200
6,832,1954,1954,832,2,1,7227,NAmes,1.5Unf,TA,Gd,Y,Detchd,105500
9,1828,2007,2007,1822,3,2,11694,NridgHt,1Story,Ex,Gd,Y,Attchd,314813
8,2262,2003,2003,1482,3,2,12244,Timber,2Story,Gd,Gd,Y,Attchd,305000
3,864,1914,1950,864,0,1,8248,Edwards,1Story,TA,TA,N,,67000
6,2614,1974,1997,1522,2,2,10800,NWAmes,2Story,TA,TA,Y,Attchd,240000
5,980,1977,1977,980,2,1,7064,Sawyer,1Story,TA,TA,Y,Detchd,135000
6,1512,2000,2000,756,2,2,2117,Somerst,2Story,Gd,Gd,Y,Detchd,168500
6,1790,1972,1972,732,2,1,10400,NWAmes,2Story,TA,TA,Y,Attchd,165150
6,1116,1962,1962,1116,2,1,10000,NAmes,1Story,TA,TA,Y,Attchd,160000
5,1422,1960,1978,978,1,1,12342,NAmes,1Story,TA,TA,Y,Attchd,139900
6,1520,1955,1972,1156,1,1,9600,NAmes,SLvl,TA,TA,Y,Basment,153000
5,2080,1969,1969,1040,2,1,11606,NAmes,2Story,TA,Fa,Y,Attchd,135000
6,1350,1964,1964,1248,2,1,9020,NAmes,SLvl,TA,TA,Y,Attchd,168500
5,1750,1880,1991,636,1,1,9000,OldTown,2Story,TA,Ex,Y,Detchd,124000
8,1554,2006,2006,1554,2,2,4590,NridgHt,1Story,Gd,Gd,Y,Attchd,209500
7,1411,1977,1977,1386,2,2,11900,NWAmes,1Story,TA,TA,Y,Attchd,82500
5,1056,1954,2005,1056,1,1,9250,NAmes,1Story,TA,TA,Y,Attchd,139400
6,1056,1980,1980,1056,2,0,6979,OldTown,SFoyer,TA,TA,Y,Detchd,144000
6,3395,1914,1995,1440,0,2,10896,SWISU,2.5Fin,Fa,Fa,Y,,200000
2,800,1936,1950,264,0,1,6120,BrkSide,1Story,Fa,Fa,N,,60000
5,1387,1954,1954,811,1,2,6000,OldTown,1.5Fin,TA,Gd,Y,BuiltIn,93000
5,796,1910,1950,796,0,1,8777,Edwards,1Story,TA,TA,Y,,85000
8,1567,2006,2006,1520,3,2,3982,Blmngtn,1Story,Gd,Ex,Y,Attchd,264561
8,1518,2003,2004,1518,2,1,12677,NridgHt,1Story,Ex,Ex,Y,Attchd,274000
7,1929,2001,2001,1057,2,2,7050,Somerst,2Story,Gd,Gd,Y,Attchd,226000
8,2704,1972,1995,1952,2,2,13860,NAmes,SLvl,Gd,Ex,Y,Attchd,345000
5,1620,1969,1969,780,2,2,10793,NWAmes,2Story,TA,TA,Y,Attchd,152000
9,1766,2009,2009,1766,3,2,9187,Somerst,1Story,Ex,Ex,Y,Attchd,370878
6,981,1971,1971,981,2,1,10530,NAmes,1Story,TA,TA,Y,Detchd,143250
5,1048,1950,1950,0,2,1,7200,NAmes,1Story,TA,TA,Y,Detchd,98300
6,1094,1953,1953,1094,2,1,10452,Edwards,1Story,TA,TA,Y,Attchd,155000
6,1839,1966,1966,756,2,1,7700,NAmes,2Story,TA,TA,Y,Attchd,155000
4,630,1970,1970,630,0,1,1936,MeadowV,SFoyer,TA,TA,Y,,84500
7,1665,2007,2007,813,2,2,8125,Somerst,2Story,Gd,Gd,Y,Attchd,205950
4,1510,1940,1950,755,1,1,9084,Edwards,2Story,TA,TA,Y,Detchd,108000
7,1716,1996,1996,880,2,2,8750,CollgCr,2Story,Gd,Gd,Y,Attchd,191000
6,1469,1906,1995,756,1,1,10320,IDOTRR,1.5Fin,TA,TA,Y,Detchd,135000
8,2113,1995,1995,2109,3,2,10437,NoRidge,1Story,Gd,Gd,Y,Attchd,350000
6,1092,1971,1971,525,1,1,1680,BrDale,2Story,TA,TA,Y,Detchd,88000
5,1053,1959,2006,1053,1,1,10007,NAmes,1Story,Gd,Gd,Y,Attchd,145500
7,1502,1931,2000,776,1,1,7200,Crawfor,2Story,TA,TA,Y,Attchd,149000
6,1458,1948,1950,912,1,1,17503,NAmes,1.5Fin,TA,TA,Y,Attchd,97500
5,1486,1964,1999,1486,2,1,9937,Edwards,1Story,TA,TA,Y,Detchd,167000
7,1935,1976,1976,793,2,2,12384,NWAmes,2Story,TA,TA,Y,Attchd,197900
8,2448,1994,2005,1629,3,2,46589,NoRidge,2Story,Gd,Gd,Y,Attchd,402000
6,1392,1968,1968,1392,2,1,13560,NAmes,1Story,TA,TA,Y,Attchd,110000
4,1181,1972,1972,1138,2,2,10012,Edwards,SFoyer,TA,TA,Y,Detchd,137500
8,2097,2005,2006,2077,3,1,20896,Somerst,1Story,Gd,Ex,Y,Attchd,423000
8,1936,2000,2000,1406,2,2,11194,Gilbert,2Story,Gd,Gd,Y,Attchd,230500
6,2380,1965,1979,1021,2,2,18450,NAmes,2Story,TA,TA,Y,CarPort,129000
6,1679,1994,1998,1408,2,2,8125,SawyerW,1Story,TA,Gd,Y,Attchd,193500
5,1437,1956,1987,1188,2,1,14175,Sawyer,1Story,TA,TA,Y,Detchd,168000
4,1180,1922,1950,700,1,1,11600,Crawfor,1Story,TA,Fa,Y,Detchd,137500
6,1476,2005,2005,738,2,2,8633,CollgCr,2Story,Gd,Gd,Y,Attchd,173500
6,1369,1925,1950,672,1,2,6629,Edwards,2Story,TA,TA,N,Detchd,103600
6,1208,1977,1977,1208,2,1,11250,Veenker,1Story,Gd,TA,Y,Attchd,165000
6,1839,1957,2004,1477,2,2,14442,Crawfor,1Story,TA,Gd,Y,Attchd,257500
6,1136,1965,1965,1136,1,1,9200,NAmes,1Story,TA,TA,Y,Attchd,140000
6,1441,1978,1978,855,2,2,2289,NPkVill,2Story,TA,TA,Y,Attchd,148500
4,1774,1900,1950,1095,3,2,9600,OldTown,2Story,TA,TA,N,2Types,87000
5,792,1924,2006,768,1,1,9022,OldTown,1Story,Gd,Gd,Y,Detchd,109500
8,2046,2008,2008,2046,3,2,11844,StoneBr,1Story,Gd,Gd,Y,Attchd,372500
5,988,1961,1961,988,2,1,9945,Sawyer,1Story,TA,TA,Y,Detchd,128500
6,923,1980,1980,923,1,2,8012,SawyerW,1Story,TA,TA,Y,Attchd,143000
5,1520,1932,2000,793,1,1,4500,SWISU,1.5Fin,TA,TA,Y,Detchd,159434
6,1291,1996,1997,1291,2,1,2887,ClearCr,1Story,TA,Gd,Y,Attchd,173000
9,1668,2002,2002,1626,3,2,11248,CollgCr,1Story,Gd,Gd,Y,Attchd,285000
7,1839,1998,1998,1195,2,2,16770,NoRidge,2Story,Gd,TA,Y,Attchd,221000
7,2090,1984,1984,1190,2,2,5062,StoneBr,2Story,Gd,Gd,Y,Attchd,207500
7,1761,2007,2007,874,2,3,10207,Somerst,2Story,Gd,Gd,Y,Attchd,227875
7,1102,2004,2004,551,2,2,5105,Somerst,2Story,Gd,Gd,Y,Detchd,148800
8,1419,2007,2007,1419,2,2,8089,StoneBr,1Story,Gd,Gd,Y,Attchd,392000
6,1362,2005,2006,1362,2,2,7577,NridgHt,1Story,Gd,Gd,Y,Attchd,194700
6,848,2004,2004,848,2,1,4426,CollgCr,1Story,Gd,Gd,Y,Attchd,141000
10,4316,1994,1995,2444,3,3,21535,NoRidge,2Story,Ex,Ex,Y,Attchd,755000
7,2519,1989,1990,1210,2,2,26178,Timber,2Story,Gd,Gd,Y,Attchd,335000
5,1073,1921,1968,1073,1,1,5400,OldTown,1Story,TA,TA,Y,Detchd,108480
5,1539,1936,1950,927,2,1,6120,BrkSide,1.5Fin,TA,TA,Y,Detchd,141500
6,1137,1987,1987,1112,2,2,13811,Timber,1Story,TA,Gd,Y,Attchd,176000
5,616,1921,1950,616,1,1,6000,BrkSide,1Story,TA,TA,Y,Detchd,89000
5,1148,1952,1952,980,1,1,6420,Edwards,1Story,TA,TA,Y,Detchd,123500
5,894,1965,2009,894,1,1,8450,Sawyer,1Story,TA,TA,Y,Detchd,138500
7,1391,2004,2004,1391,2,2,4282,Somerst,1Story,Gd,Gd,Y,Attchd,196000
8,1800,2002,2002,1800,3,2,14331,Timber,1Story,Gd,Gd,Y,Attchd,312500
7,1164,1969,1969,1164,2,1,9600,NWAmes,1Story,TA,TA,Y,Attchd,140000
8,2576,2006,2006,1234,3,2,12438,StoneBr,2Story,Ex,Ex,Y,BuiltIn,361919
5,1812,1900,1996,360,2,2,7630,OldTown,2Story,TA,Gd,Y,Detchd,140000
7,1484,2004,2005,1473,2,2,8400,CollgCr,1Story,Gd,Gd,Y,Attchd,213000
4,1092,1930,1950,0,0,2,5600,IDOTRR,2Story,Fa,Fa,N,,55000
7,1824,1971,2002,1643,2,2,115149,ClearCr,1Story,TA,Gd,Y,Attchd,302000
8,1324,2006,2006,1324,2,2,6240,NridgHt,1Story,Gd,Gd,Y,Attchd,254000
7,1456,2007,2007,728,2,2,9018,Gilbert,2Story,Gd,Gd,Y,Attchd,179540
5,904,1966,1966,876,1,1,7162,Sawyer,1Story,TA,TA,Y,Attchd,109900
3,729,1935,2003,270,0,1,4130,BrkSide,1Story,Gd,TA,Y,,52000
4,1178,1900,1950,859,1,1,8712,IDOTRR,1.5Fin,TA,TA,Y,Detchd,102776
8,1228,1988,1989,1228,2,2,4671,StoneBr,1Story,Gd,Gd,Y,Attchd,189000
4,960,1970,1970,960,2,1,9873,BrkSide,1Story,TA,TA,N,Detchd,129000
6,1479,1976,2005,725,2,2,13517,Sawyer,2Story,Gd,Gd,Y,Attchd,130500
6,1350,1974,1974,1064,2,2,10140,NWAmes,1Story,TA,TA,Y,Attchd,165000
7,2554,1890,1998,718,2,1,10800,OldTown,2Story,TA,TA,Y,Detchd,159500
5,1178,1973,2000,1176,2,1,10000,NWAmes,1Story,TA,Gd,Y,Attchd,157000
7,2418,1993,1994,1311,3,2,10542,NoRidge,2Story,Gd,Gd,Y,Attchd,341000
5,971,1969,1969,971,1,1,9920,CollgCr,1Story,TA,TA,Y,Attchd,128500
8,1742,1985,1985,1742,2,2,6563,StoneBr,1Story,Gd,Gd,Y,Attchd,275000
6,848,2004,2004,848,2,1,4426,CollgCr,1Story,Gd,Gd,Y,Attchd,143000
4,864,1970,1970,864,2,1,8120,NAmes,1Story,TA,TA,Y,Detchd,124500
4,1470,1954,1972,941,1,2,8172,Edwards,1.5Fin,TA,TA,Y,Detchd,135000
9,1698,2007,2008,1698,3,2,13286,Edwards,1Story,Ex,Ex,Y,Attchd,320000
4,864,1970,1970,864,2,1,6960,NAmes,1Story,TA,Gd,Y,Detchd,120500
6,1680,1988,2007,880,2,2,21695,Crawfor,1Story,Gd,Gd,Y,Attchd,222000
7,1232,2007,2007,1232,2,2,7314,CollgCr,1Story,Gd,Gd,Y,Attchd,194500
5,1776,1958,1958,1584,3,2,11475,NAmes,1Story,TA,TA,Y,Detchd,110000
4,1208,1925,1950,780,2,1,6240,IDOTRR,1.5Fin,TA,TA,Y,Detchd,103000
8,1616,1995,1996,1595,2,2,5389,StoneBr,1Story,Gd,Gd,Y,Attchd,236500
7,1146,2003,2003,868,2,2,9590,Timber,SLvl,Gd,Gd,Y,Attchd,187500
7,2031,1998,1999,1153,2,2,11404,CollgCr,2Story,Gd,Gd,Y,Attchd,222500
5,1144,1961,1983,864,1,1,10000,Sawyer,1Story,TA,TA,Y,Attchd,131400
5,948,1968,1968,948,1,1,8978,Sawyer,1Story,TA,TA,Y,Attchd,108000
7,1768,1914,1970,880,2,1,10800,OldTown,2.5Unf,TA,TA,N,Detchd,163000
3,1040,1950,1950,0,2,2,8544,NAmes,1Story,TA,TA,N,Detchd,93500
8,1801,2005,2005,893,3,2,10463,Gilbert,2Story,Gd,Gd,Y,Attchd,239900
5,1200,1987,1988,1200,0,3,10800,Edwards,1Story,TA,TA,Y,,179000
7,1728,2004,2004,864,2,2,9313,CollgCr,2Story,Gd,Gd,Y,Attchd,190000
5,1432,1910,2002,264,2,2,9600,OldTown,2Story,TA,TA,Y,Detchd,132000
6,912,1961,1996,912,1,1,6768,Sawyer,1Story,TA,Gd,Y,Detchd,142000
7,1349,2000,2001,1349,2,2,8450,SawyerW,1Story,TA,TA,Y,Attchd,179000
5,1464,1963,1999,520,2,2,12886,Sawyer,SLvl,TA,TA,Y,Attchd,175000
8,1337,1993,1993,1337,2,2,5395,StoneBr,1Story,Gd,Gd,Y,Attchd,180000
8,2715,1976,1996,1142,2,3,8963,NWAmes,2Story,Ex,Gd,Y,BuiltIn,299800
7,2256,2000,2000,952,2,2,8795,Gilbert,2Story,Gd,Gd,Y,BuiltIn,236000
7,2640,1880,2003,1240,4,1,11700,OldTown,2Story,Gd,Gd,N,Detchd,265979
7,1720,1996,1996,1720,2,2,10593,NoRidge,1Story,Gd,Gd,Y,Attchd,260400
4,1529,1945,1950,0,1,2,8405,Edwards,1.5Fin,TA,TA,N,Detchd,98000
4,1140,1910,2004,576,0,1,8800,OldTown,1.5Fin,TA,TA,Y,,96500
7,1320,2003,2003,660,2,2,7750,Gilbert,2Story,Gd,Gd,Y,Attchd,162000
6,1494,1997,1997,1479,2,2,9236,CollgCr,1Story,TA,Gd,Y,Attchd,217000
8,2098,2005,2005,1030,3,2,10240,NridgHt,2Story,Gd,Ex,Y,Attchd,275500
6,1026,1969,2005,1026,2,1,7930,NAmes,1Story,TA,Gd,Y,Detchd,156000
6,1471,1999,1999,729,2,2,3230,Somerst,2Story,TA,TA,Y,Detchd,172500
8,1768,2007,2007,866,2,2,10769,CollgCr,2Story,Gd,Gd,Y,Attchd,212000
6,1386,1978,1978,672,2,2,11616,Sawyer,2Story,TA,TA,Y,Attchd,158900
7,1501,1999,1999,744,2,2,2280,Somerst,2Story,TA,TA,Y,Detchd,179400
8,2531,1995,1995,1318,3,2,12257,NoRidge,2Story,Gd,Gd,Y,Attchd,290000
6,864,1959,1959,864,1,1,9100,NAmes,1Story,TA,TA,Y,Detchd,127500
5,1301,1924,1950,1145,2,1,6911,BrkSide,1Story,TA,Fa,Y,Detchd,100000
7,1547,2009,2009,756,2,2,8640,Somerst,2Story,TA,Gd,Y,Attchd,215200
8,2365,1999,1999,1252,3,2,9430,NoRidge,2Story,Gd,Gd,Y,Attchd,337000
8,1494,1995,1996,1494,2,1,9549,Veenker,1Story,Gd,Ex,Y,Attchd,270000
9,1506,2008,2008,1498,2,2,14587,Somerst,1Story,Gd,Ex,Y,Attchd,264132
7,1714,1988,1988,980,2,2,10421,NWAmes,2Story,TA,TA,Y,Attchd,196500
6,1750,1940,1985,983,1,2,12508,Mitchel,1.5Fin,TA,TA,Y,Attchd,160000
7,1836,2004,2005,1860,2,2,9100,CollgCr,1Story,Gd,Gd,Y,Attchd,216837
8,3279,2003,2003,1650,3,3,53504,StoneBr,2Story,Ex,Ex,Y,BuiltIn,538000
5,858,1982,1982,858,2,1,7252,Sawyer,SFoyer,TA,TA,Y,Detchd,134900
4,1220,1951,1951,836,2,1,8877,Edwards,1Story,TA,TA,Y,Detchd,102000
6,1117,1976,1976,1029,2,1,7819,Edwards,SLvl,TA,TA,Y,Detchd,107000
5,912,1958,1958,912,1,1,10150,NAmes,1Story,TA,TA,Y,Attchd,114500
8,1973,2006,2006,1935,3,2,14226,NridgHt,1Story,Gd,Gd,Y,Attchd,395000
6,1204,1998,1998,1204,2,2,4500,Mitchel,1Story,TA,TA,Y,Attchd,162000
7,1614,2005,2006,1614,3,2,11210,CollgCr,1Story,Gd,Gd,Y,Attchd,221500
5,894,1974,1974,864,2,1,13350,Sawyer,1Story,TA,TA,Y,Attchd,142500
5,2020,1977,1977,0,2,2,8400,SawyerW,1Story,TA,TA,Y,Detchd,144000
6,1004,1977,1977,975,2,1,10530,Mitchel,SFoyer,TA,TA,Y,Attchd,135000
7,1253,1995,1996,1237,2,2,7875,Gilbert,1Story,TA,TA,Y,Attchd,176000
6,1603,1992,1992,761,2,2,7153,SawyerW,2Story,Gd,Gd,Y,Attchd,175900
7,1430,2001,2002,1413,2,2,16285,CollgCr,1Story,Gd,Gd,Y,Attchd,187100
5,1110,1978,1978,1097,2,1,9101,Mitchel,SFoyer,TA,Gd,Y,Attchd,165500
6,1484,1914,2001,742,0,2,6300,OldTown,2.5Unf,TA,TA,Y,,128000
6,1342,1967,1967,1372,2,2,9790,NWAmes,1Story,TA,TA,Y,Attchd,161500
5,1652,1915,1950,686,1,2,10800,OldTown,1.5Fin,TA,TA,Y,Detchd,139000
7,2084,2004,2004,956,2,2,10142,SawyerW,2Story,Gd,Gd,Y,BuiltIn,233000
4,901,1954,2000,901,1,1,6000,OldTown,1Story,TA,TA,Y,Detchd,107900
6,2087,1966,2007,832,2,2,12205,ClearCr,2Story,TA,Gd,Y,Attchd,187500
7,1145,2005,2006,1145,2,2,3182,Blmngtn,1Story,Gd,Gd,Y,Attchd,160200
6,1062,1976,1976,1029,2,1,11333,Mitchel,SLvl,TA,TA,Y,Attchd,146800
7,2013,1996,1997,1117,2,2,9920,NoRidge,2Story,Gd,TA,Y,Attchd,269790
8,1496,2007,2007,1496,2,2,9158,Somerst,1Story,Gd,Gd,Y,Attchd,225000
7,1895,1994,1996,712,2,2,10832,Gilbert,2Story,Gd,Gd,Y,Attchd,194500
6,1564,1980,1981,650,2,2,8400,SawyerW,2Story,TA,TA,Y,Attchd,171000
6,1285,1977,1977,660,2,1,8197,Sawyer,1Story,TA,TA,Y,Attchd,143500
5,773,1953,1953,773,1,1,7677,NAmes,1Story,TA,TA,Y,Attchd,110000
9,3140,2008,2009,1926,3,3,13518,NridgHt,2Story,Ex,Ex,Y,BuiltIn,485000
5,1768,1937,1950,731,1,1,7200,SWISU,1.5Fin,TA,Gd,Y,Detchd,175000
6,1688,1997,1997,616,2,2,12798,ClearCr,2Story,TA,Gd,Y,Attchd,200000
4,1196,1916,1990,1196,2,1,4800,IDOTRR,1Story,TA,TA,Y,Detchd,109900
7,1456,2005,2005,728,2,2,8199,CollgCr,2Story,Gd,Gd,Y,Attchd,189000
9,2822,2008,2009,1734,3,3,13891,NridgHt,2Story,Ex,Ex,Y,BuiltIn,582933
5,1128,1954,1954,936,1,1,9000,NAmes,1Story,TA,TA,Y,Attchd,118000
7,1428,2008,2008,1417,2,2,12274,Somerst,1Story,Gd,Ex,Y,Attchd,227680
5,980,1967,1967,980,1,2,9750,NAmes,SLvl,TA,TA,Y,Attchd,135500
5,1576,1923,2004,1324,2,1,21384,BrkSide,2Story,TA,Gd,Y,Attchd,223500
5,1086,1966,1966,1024,2,1,13400,NAmes,SLvl,TA,TA,Y,Attchd,159950
5,2138,1898,1965,849,2,2,8100,OldTown,2.5Unf,TA,TA,N,Detchd,106000
6,1309,1974,1999,1040,2,1,10140,NWAmes,1Story,TA,Gd,Y,Attchd,181000
6,848,2004,2004,848,2,1,4438,CollgCr,1Story,Gd,Gd,Y,Attchd,144500
5,1044,1952,1952,540,2,1,8712,IDOTRR,1Story,Fa,Fa,N,Basment,55993
6,1442,1958,1958,1442,1,1,9750,NAmes,1Story,TA,TA,Y,Attchd,157900
5,1250,1918,1950,686,1,1,8248,Edwards,1.5Fin,TA,Fa,Y,Detchd,116000
7,1661,1998,1998,1649,2,2,12137,CollgCr,1Story,TA,Gd,Y,Attchd,224900
5,1008,1954,1954,1008,1,1,11425,NAmes,1Story,TA,TA,Y,Attchd,137000
8,1689,2002,2002,1568,3,2,13265,Mitchel,1Story,Gd,Gd,Y,Attchd,271000
6,1052,1971,1971,1010,2,1,8816,ClearCr,SLvl,TA,TA,Y,Attchd,155000
7,1358,2009,2010,1358,2,2,6371,NridgHt,1Story,Gd,Gd,Y,Attchd,224000
7,1640,2003,2003,798,2,2,7226,CollgCr,2Story,Gd,Gd,Y,Attchd,183000
4,936,1953,1953,936,2,1,6000,OldTown,1Story,Fa,TA,N,Detchd,93000
7,1733,2003,2003,847,2,2,12394,Gilbert,2Story,Gd,Gd,Y,BuiltIn,225000
6,1489,1940,1950,778,1,2,9900,SWISU,1.5Fin,TA,TA,Y,Detchd,139500
8,1489,2006,2006,1489,2,2,11216,Somerst,1Story,Gd,Gd,Y,Attchd,232600
10,2084,2007,2008,2078,3,2,14803,NridgHt,1Story,Ex,Ex,Y,Attchd,385000
5,784,1924,1950,784,0,1,6130,BrkSide,1.5Unf,TA,Gd,Y,,109500
7,1434,2001,2001,1454,2,2,8529,SawyerW,1Story,Gd,Gd,Y,Attchd,189000
5,2126,1967,1967,1013,2,2,28698,ClearCr,2Story,TA,TA,Y,Attchd,185000
7,1223,2005,2005,600,2,2,2544,Somerst,2Story,Gd,Gd,Y,Detchd,147400
6,1392,1957,1957,1392,2,1,11900,NAmes,1Story,TA,TA,Y,Attchd,166000
7,1200,2005,2005,600,2,2,3180,Somerst,2Story,TA,Gd,Y,Detchd,151000
7,1829,2003,2003,941,2,2,9548,CollgCr,2Story,Gd,Gd,Y,Attchd,237000
6,1516,1964,1964,1516,2,1,10004,NAmes,1Story,TA,TA,Y,Attchd,167000
5,1144,1961,1961,1144,2,1,7875,NAmes,1Story,TA,TA,Y,Attchd,139950
4,1067,1950,1995,1067,2,2,9600,Sawyer,1Story,TA,Gd,Y,Attchd,128000
5,1559,1948,1973,1559,2,1,8100,OldTown,1Story,TA,TA,Y,Detchd,153500
6,987,1973,1973,483,1,1,1680,BrDale,2Story,TA,TA,Y,Detchd,100000
5,1099,1995,2006,1099,1,1,9525,CollgCr,1Story,TA,Gd,Y,Attchd,144000
5,1200,1946,1995,768,1,1,11767,Edwards,1.5Fin,TA,TA,Y,Detchd,130500
6,1482,1925,1950,672,1,2,12155,SWISU,2Story,TA,Fa,N,Detchd,140000
5,1539,1904,2002,650,2,2,10440,OldTown,2Story,TA,Gd,Y,Detchd,157500
6,1165,1966,1966,1127,2,1,9020,NAmes,SLvl,TA,TA,Y,Attchd,174900
5,1800,1961,1961,1800,0,2,8000,NAmes,1Story,TA,TA,N,,141000
5,1416,1915,1950,876,3,1,12665,OldTown,1.5Fin,TA,TA,Y,Detchd,153900
5,1701,1975,1981,1390,2,2,16647,Sawyer,SFoyer,TA,TA,Y,Basment,171000
7,1775,1993,1993,740,2,2,9317,SawyerW,2Story,Gd,Gd,Y,Attchd,213000
5,864,1972,1972,864,1,1,15523,CollgCr,1Story,TA,TA,Y,Attchd,133500
6,2358,1908,1997,907,2,3,45600,ClearCr,1.5Fin,TA,TA,Y,Detchd,240000
6,1855,1976,1994,528,2,2,9600,Veenker,SLvl,Gd,TA,Y,Attchd,187000
6,848,2003,2003,848,2,1,4435,CollgCr,1Story,Gd,Gd,Y,Attchd,131500
8,1456,2003,2003,1273,2,2,3196,Blmngtn,1Story,Gd,Gd,Y,Attchd,215000
7,1646,1941,1950,918,1,2,7128,Crawfor,2.5Unf,TA,TA,Y,Detchd,164000
6,1445,1964,1964,1127,2,1,12095,NAmes,SLvl,TA,TA,Y,Attchd,158000
5,1779,1955,1974,1763,2,1,17920,Sawyer,1Story,TA,TA,Y,Attchd,170000
5,1040,1962,2010,1040,1,1,6897,Sawyer,1Story,TA,TA,Y,Detchd,127000
6,1026,1978,1978,940,2,1,10970,CollgCr,SLvl,TA,TA,Y,Detchd,147000
6,1481,1994,1995,702,2,2,8125,Gilbert,2Story,TA,TA,Y,Attchd,174000
7,1370,1976,1976,1090,2,2,10400,NWAmes,1Story,TA,TA,Y,Attchd,152000
6,2654,1968,1984,1054,2,2,11029,NWAmes,2Story,TA,Gd,Y,Attchd,250000
7,1426,1918,1998,912,1,1,7642,Crawfor,1.5Fin,Gd,Gd,Y,Detchd,189950
5,1039,1965,1965,1039,2,1,11625,Sawyer,1Story,TA,TA,Y,Attchd,131500
